player_id,name,age,nationality,club,league,position,position_group,overall_rating,potential,market_value_eur,wage_eur,height_cm,weight_kg,preferred_foot,contract_years_left,international_reputation,skill_moves,weak_foot,pace,shooting,passing,dribbling,defending,physic,appearances,goals,assists,minutes_played
100149,Samir Marin,21,Belgium,Riverside FC,Crown League,RM,Midfielder,72,79,1429000.0,1500.0,177,86,Right,1,2,2,3,58,54,76,85,70,57,33,11,12,1966
100150,Liam Mensah,30,Brazil,Olympia Verde,Continental A,RW,Forward,56,56,351000.0,1000.0,185,70,Right,2,1,3,5,49,56,46,51,29,38,25,8,0,1672
100151,Marco Tanaka,24,Croatia,Napoli Sud,Serie Oro,ST,Forward,81,81,5434000.0,5100.0,183,71,Right,4,2,2,3,82,84,75,76,63,81,16,6,3,1381
100152,Leon Marin,24,Argentina,Torino Granata,Serie Oro,RW,Forward,81,87,9553000.0,9900.0,184,68,Right,1,2,1,3,77,81,71,80,59,81,7,6,0,591
100153,Aaron Sato,29,Colombia,Eindhoven Volt,Eredivisie Pro,CF,Forward,70,73,2679000.0,2200.0,190,78,Right,4,2,4,2,75,69,56,80,57,68,16,7,2,806
100154,Rafael Keller,17,Norway,Kings Park,Crown League,CF,Forward,77,93,8402000.0,12900.0,171,89,Right,1,2,3,3,81,72,76,76,50,77,25,21,10,1593
100155,Felix Marin,28,Colombia,Roma Vera,Serie Oro,RM,Midfielder,62,63,810000.0,1000.0,184,73,Right,3,1,2,4,55,49,68,70,54,64,21,3,5,1468
100156,Emre Novak,29,South Korea,Northgate United,Crown League,CAM,Midfielder,70,70,1470000.0,1200.0,177,76,Right,1,1,2,3,64,42,74,71,70,54,23,8,7,1371
100157,Sven Novak,20,Morocco,Crystal Rovers,Crown League,CAM,Midfielder,75,80,3703000.0,4700.0,176,71,Right,1,1,3,4,70,65,80,65,76,68,38,9,11,2467
100158,Aleksandr Toure,21,Brazil,Schwarzwald SV,Bundesklasse,LW,Forward,59,72,1316000.0,1000.0,185,74,Right,5,2,4,4,64,66,45,63,41,54,15,3,1,744
100159,Aleksandr Lindqvist,28,South Korea,Kings Park,Crown League,RM,Midfielder,71,71,1989000.0,2800.0,185,69,Right,3,2,2,1,71,64,68,72,65,65,26,9,11,1472
100160,Emre Kovac,18,Argentina,Eindhoven Volt,Eredivisie Pro,LB,Defender,81,91,7225000.0,9800.0,178,71,Right,4,2,5,2,69,55,60,62,90,96,16,0,0,893
100161,Jonas Novak,27,Japan,Groningen Noord,Eredivisie Pro,CF,Forward,72,74,2399000.0,3000.0,184,81,Right,2,1,3,2,70,77,70,77,54,77,19,6,5,979
100162,Pavel Reyes,30,Argentina,Napoli Sud,Serie Oro,RM,Midfielder,76,77,1804000.0,2300.0,176,75,Right,4,3,4,4,78,53,86,80,78,75,21,6,9,1822
100163,Carlos Okafor,27,Mexico,Kings Park,Crown League,RW,Forward,64,64,999000.0,1600.0,179,89,Right,1,2,2,4,69,71,65,70,46,54,29,11,3,1842
100164,Ravi Stankovic,26,Senegal,Lille Or,Ligue Première,ST,Forward,66,66,1071000.0,1200.0,184,74,Right,2,3,3,4,75,79,64,65,46,78,23,12,4,2000
100165,Nicolas Ferreira,26,Portugal,Olympia Verde,Continental A,LWB,Defender,77,77,3087000.0,3500.0,188,77,Right,1,2,1,3,67,50,69,76,91,75,27,0,2,1448
100166,Andre Almeida,20,Ghana,Crystal Rovers,Crown League,LM,Midfielder,80,89,6396000.0,6200.0,182,82,Right,1,1,3,4,76,68,85,87,68,77,20,5,5,1692
100167,Hugo Janssen,22,South Korea,Real Montaña,Continental A,LB,Defender,65,72,1788000.0,1900.0,171,84,Right,5,2,2,3,69,51,49,52,65,66,18,0,2,1355
100168,Dani Castro,29,Mexico,Lille Or,Ligue Première,CDM,Midfielder,61,61,678000.0,1000.0,176,71,Right,2,2,3,3,50,57,68,70,51,64,31,5,6,1796
100169,Aaron Weber,19,Senegal,Lille Or,Ligue Première,RM,Midfielder,75,83,3938000.0,5200.0,184,73,Right,5,1,2,4,79,62,71,77,79,73,15,6,7,1058
100170,Emre Diallo,20,Colombia,Napoli Sud,Serie Oro,LM,Midfielder,74,80,2177000.0,2000.0,168,68,Right,3,2,2,3,70,77,82,80,83,67,5,3,1,227
100171,Aaron Nielsen,25,Spain,Real Montaña,Continental A,LB,Defender,75,80,3539000.0,4200.0,177,80,Right,1,2,3,2,69,43,63,61,77,77,29,2,2,1569
100172,Eli Nielsen,16,Croatia,Amsterdam Lance,Eredivisie Pro,CF,Forward,73,80,6399000.0,6200.0,191,93,Left,5,1,2,3,77,79,72,70,51,80,15,2,3,958
100173,Aleksandr Larsson,19,Mexico,Utrecht Dom,Eredivisie Pro,GK,Goalkeeper,69,78,1492000.0,2400.0,185,81,Left,4,1,3,3,48,33,42,50,55,64,32,0,2,1725
100174,Ivan Andersen,26,Italy,Real Montaña,Continental A,CF,Forward,76,80,3706000.0,5600.0,185,64,Right,1,3,3,1,79,78,73,79,67,81,13,8,3,959
100175,Marco Costa,33,Germany,Marseille Bleu,Ligue Première,RM,Midfielder,56,58,360000.0,1000.0,180,76,Right,1,2,3,3,33,55,60,44,53,61,9,4,6,440
100176,Jonas Mensah,29,Nigeria,Napoli Sud,Serie Oro,ST,Forward,72,73,1771000.0,1200.0,176,88,Right,1,1,4,4,75,74,70,73,53,68,10,5,2,685
100177,Bruno Vega,26,Sweden,Kings Park,Crown League,RW,Forward,70,71,1679000.0,2000.0,184,77,Right,5,2,5,3,63,74,73,77,48,60,25,9,4,2184
100178,Omar Romano,17,Italy,Northgate United,Crown League,LWB,Defender,66,79,1413000.0,1100.0,187,63,Right,2,1,3,3,51,29,58,63,70,66,9,0,1,650
100179,Andre Nielsen,29,Croatia,Sporting Lumen,Continental A,LW,Forward,81,81,5474000.0,3600.0,183,85,Left,2,1,1,2,86,82,75,86,32,93,21,16,6,1075
100180,Kai Schmidt,24,Sweden,Rotterdam Haven,Eredivisie Pro,CM,Midfielder,85,91,10303000.0,8700.0,180,73,Right,3,1,2,2,75,72,95,93,79,79,38,9,14,2655
100181,Eli Stankovic,26,Sweden,Amsterdam Lance,Eredivisie Pro,CM,Midfielder,77,82,2879000.0,2600.0,187,86,Right,2,2,4,4,78,66,82,78,74,76,22,8,9,1482
100182,Jonas Toure,18,Nigeria,Milano Nero,Serie Oro,LM,Midfielder,64,72,999000.0,1000.0,188,83,Left,4,2,3,4,65,56,73,73,67,69,27,7,3,1289
100183,Ivan Almeida,26,Japan,Lyon Sud,Ligue Première,CB,Defender,86,91,7724000.0,6800.0,176,81,Left,3,3,3,3,79,69,89,87,95,88,27,0,5,1765
100184,Luca Marin,27,Argentina,Riverside FC,Crown League,CF,Forward,75,77,1756000.0,1500.0,183,80,Right,1,1,3,1,79,82,68,78,66,89,23,5,5,1985
100185,Tariq Okafor,17,Senegal,Milano Nero,Serie Oro,CB,Defender,75,82,3027000.0,2200.0,191,79,Left,2,1,3,4,76,75,52,67,70,79,30,4,2,2490
100186,Emre Ibrahim,23,Morocco,Costa Azul,Continental A,CDM,Midfielder,66,69,1172000.0,1500.0,185,68,Right,4,1,3,2,53,52,77,67,65,46,25,5,6,1495
100187,Sergio Diallo,28,Croatia,Rotterdam Haven,Eredivisie Pro,CAM,Midfielder,73,73,1183000.0,1300.0,186,74,Left,3,1,2,5,63,73,70,81,66,70,28,9,10,2496
100188,Samir Marchetti,27,South Korea,Milano Nero,Serie Oro,GK,Goalkeeper,69,69,1216000.0,1000.0,193,78,Right,2,1,5,2,43,39,48,43,49,66,29,0,0,1560
100189,Eli Castro,18,Sweden,Utrecht Dom,Eredivisie Pro,RB,Defender,64,66,1516000.0,1800.0,187,75,Left,5,1,2,4,60,35,49,43,71,70,13,1,0,606
100190,Carlos Reyes,25,Morocco,Olympia Verde,Continental A,LWB,Defender,71,82,3018000.0,4300.0,180,65,Right,1,2,4,3,74,44,62,58,75,69,14,0,1,653
100191,Hugo Schmidt,25,Brazil,Groningen Noord,Eredivisie Pro,RM,Midfielder,79,79,4326000.0,6500.0,179,87,Right,3,2,1,3,80,71,78,69,72,86,23,8,8,1858
100192,Carlos Ibrahim,30,France,Atlético Sol,Continental A,LW,Forward,57,57,412000.0,1000.0,187,79,Right,4,1,2,3,54,70,53,57,35,35,8,8,2,414
100193,Tariq Keller,21,Spain,Costa Azul,Continental A,RW,Forward,71,77,2552000.0,4000.0,187,71,Right,1,2,4,3,75,68,75,71,57,63,25,11,7,1355
100194,Samir Lindqvist,24,Croatia,Torino Granata,Serie Oro,RWB,Defender,71,75,2548000.0,3400.0,188,71,Right,3,2,2,3,56,42,60,66,75,71,17,0,0,1261
100195,Nicolas Fischer,20,Denmark,Milano Nero,Serie Oro,LM,Midfielder,66,75,1978000.0,2000.0,197,80,Right,5,2,2,4,60,53,70,62,63,70,7,2,2,603
100196,Mateo Kovac,25,Japan,Rotterdam Haven,Eredivisie Pro,GK,Goalkeeper,66,68,873000.0,1100.0,201,63,Right,5,3,1,3,48,31,45,39,35,54,36,0,0,2778
100197,Kenji Castro,25,England,Ironside AFC,Crown League,CAM,Midfielder,76,85,2964000.0,2500.0,176,84,Left,1,1,3,3,85,68,78,73,77,64,26,5,9,2329
100198,Ravi Marchetti,21,Nigeria,Real Montaña,Continental A,RB,Defender,84,89,6815000.0,10900.0,194,72,Right,1,1,3,2,88,61,81,77,93,81,21,0,3,1429
100199,Yusuf Mensah,26,France,Paris Étoile,Ligue Première,LB,Defender,72,74,1404000.0,1000.0,175,81,Right,1,1,3,2,60,55,56,63,86,82,23,0,2,1918
100200,Joel Petrov,28,South Korea,Napoli Sud,Serie Oro,LW,Forward,69,69,1188000.0,1400.0,176,77,Right,2,3,3,3,67,71,76,73,39,63,22,8,8,1464
100201,Carlos Hart,29,Italy,Atlético Sol,Continental A,RW,Forward,78,83,6280000.0,4600.0,179,82,Right,5,2,3,4,85,83,81,82,56,86,35,17,2,1960
100202,Ravi Nielsen,19,Portugal,Lille Or,Ligue Première,LM,Midfielder,74,83,3183000.0,3000.0,181,70,Left,3,3,2,2,88,77,81,77,69,64,7,0,4,337
100203,Mateo Castro,25,Morocco,Schwarzwald SV,Bundesklasse,RM,Midfielder,59,62,895000.0,1000.0,188,81,Right,5,2,3,4,61,54,74,68,64,75,19,2,6,972
100204,Diego Volkov,26,Brazil,Eisern Berlin,Bundesklasse,RWB,Defender,81,81,2561000.0,2800.0,192,58,Left,4,2,2,3,73,57,81,79,78,91,21,0,2,1517
100205,Kenji Reyes,22,Italy,Costa Azul,Continental A,GK,Goalkeeper,70,78,1332000.0,1900.0,196,86,Right,4,1,3,3,44,33,52,48,40,67,33,0,0,2935
100206,Liam Stankovic,18,Netherlands,Sporting Lumen,Continental A,RWB,Defender,73,76,2086000.0,2900.0,187,73,Right,3,2,3,2,64,52,67,61,76,80,27,0,4,1510
100207,Joel Haaland,24,Argentina,Kings Park,Crown League,GK,Goalkeeper,77,79,2222000.0,2500.0,184,75,Right,4,1,2,2,40,37,59,55,67,75,19,0,1,1503
100208,Nicolas Kovac,23,Belgium,Roma Vera,Serie Oro,CF,Forward,66,67,1240000.0,1000.0,180,83,Right,3,3,5,1,70,71,59,71,49,66,15,8,0,746
100209,Ivan Costa,21,Brazil,Costa Azul,Continental A,CB,Defender,68,73,979000.0,1000.0,186,68,Right,2,3,3,3,67,46,54,55,74,63,22,0,4,1403
100210,Victor Moretti,27,Ghana,Riverside FC,Crown League,RWB,Defender,69,69,647000.0,1000.0,183,70,Left,4,1,2,3,61,44,59,63,70,81,23,1,0,1061
100211,Sven Reyes,24,Sweden,Rhein Adler,Bundesklasse,LW,Forward,83,91,14154000.0,21900.0,179,80,Right,4,1,3,3,84,82,81,74,69,78,23,12,13,1755
100212,Leon Novak,23,Croatia,Rotterdam Haven,Eredivisie Pro,CM,Midfielder,61,71,1146000.0,1000.0,179,78,Right,3,3,2,4,67,60,64,62,66,56,38,14,9,2554
100213,Tom Toure,27,France,Paris Étoile,Ligue Première,RW,Forward,77,78,2627000.0,3100.0,182,78,Right,1,3,3,4,87,79,77,79,57,70,24,9,13,1142
100214,Omar Larsson,28,Morocco,Napoli Sud,Serie Oro,LW,Forward,72,72,2542000.0,2200.0,182,73,Right,4,1,3,2,79,76,49,58,60,76,20,8,2,900
100215,Joel Tanaka,24,Sweden,Amsterdam Lance,Eredivisie Pro,CF,Forward,81,85,7386000.0,10800.0,179,67,Right,2,1,2,4,85,80,81,80,56,77,30,13,8,1898
100216,Diego Petrov,26,Uruguay,Marseille Bleu,Ligue Première,LWB,Defender,67,72,1674000.0,1800.0,188,75,Right,1,1,3,2,54,45,59,71,74,66,17,1,1,1353
100217,Bruno Bianchi,19,USA,Rotterdam Haven,Eredivisie Pro,CF,Forward,75,84,5440000.0,7000.0,179,80,Right,1,1,1,4,80,87,67,75,49,70,19,15,5,1196
100218,Ravi Nielsen,26,Senegal,Ironside AFC,Crown League,RW,Forward,83,87,4206000.0,4900.0,182,80,Right,1,1,2,3,95,82,94,93,62,88,9,7,5,639
100219,Samir Weber,18,England,Olympia Verde,Continental A,RWB,Defender,63,70,914000.0,1000.0,178,81,Right,4,3,4,3,56,36,59,40,60,63,20,0,4,1373
100220,Tariq Volkov,27,Morocco,Rotterdam Haven,Eredivisie Pro,LM,Midfielder,71,78,2696000.0,3500.0,177,80,Right,3,3,3,4,67,60,73,66,69,63,33,5,9,1802
100221,Yusuf Ferreira,24,Germany,Bayern Stein,Bundesklasse,RM,Midfielder,75,80,3436000.0,3600.0,188,74,Right,4,2,3,3,77,65,79,84,51,76,33,6,11,1560
100222,Luca Silva,20,Mexico,Hansa Nord,Bundesklasse,CF,Forward,76,87,3432000.0,5200.0,177,72,Left,4,2,2,4,81,74,71,81,45,70,10,6,2,746
100223,Felix Romano,28,Mexico,Rhein Adler,Bundesklasse,RB,Defender,71,71,1305000.0,1900.0,173,88,Right,3,2,2,3,76,52,69,62,73,76,30,3,4,1875
100224,Bruno Nielsen,30,Uruguay,Eisern Berlin,Bundesklasse,CAM,Midfielder,73,73,1984000.0,2800.0,180,68,Right,1,1,2,2,73,65,77,77,64,71,29,11,6,1526
100225,Tariq Diallo,23,Spain,Eindhoven Volt,Eredivisie Pro,ST,Forward,69,71,1708000.0,2000.0,167,68,Right,2,1,3,4,76,74,68,72,41,65,31,19,7,2462
100226,Carlos Toure,20,Ghana,Monaco Rocher,Ligue Première,CF,Forward,66,71,1738000.0,2600.0,180,70,Right,1,1,2,4,70,71,59,80,39,71,33,18,8,1713
100227,Tom Hart,18,Senegal,Rhein Adler,Bundesklasse,RWB,Defender,73,81,2677000.0,2900.0,183,63,Left,1,2,2,3,77,47,72,73,73,74,22,3,2,1889
100228,Luca Petrov,31,Serbia,Monaco Rocher,Ligue Première,RM,Midfielder,70,70,724000.0,1100.0,180,76,Right,4,1,4,3,63,62,68,71,57,66,30,9,4,2137
100229,Sergio Ibrahim,27,Argentina,Rotterdam Haven,Eredivisie Pro,RM,Midfielder,82,84,2724000.0,3100.0,170,66,Right,2,2,2,3,64,74,87,78,77,77,20,1,9,949
100230,Mateo Costa,29,Sweden,Riverside FC,Crown League,CB,Defender,71,73,1733000.0,1700.0,173,69,Right,5,1,1,3,66,40,63,51,75,69,4,1,0,208
100231,Ravi Schmidt,26,Germany,Lille Or,Ligue Première,RB,Defender,78,78,2594000.0,4100.0,186,69,Right,4,3,3,2,69,62,58,57,81,76,22,4,2,1309
100232,Yusuf Moretti,21,Netherlands,Monaco Rocher,Ligue Première,RWB,Defender,67,75,1308000.0,1400.0,188,70,Left,2,1,3,3,54,45,66,56,77,75,30,0,4,1853
100233,Samir Petrov,25,Portugal,Lille Or,Ligue Première,CM,Midfielder,78,82,3526000.0,3700.0,177,70,Right,3,1,3,3,76,65,79,87,77,68,31,15,8,2277
100234,Felix Almeida,24,USA,Real Montaña,Continental A,CF,Forward,78,82,4087000.0,3400.0,179,73,Right,4,1,4,3,84,76,55,84,59,77,27,15,5,1871
100235,Tom Ferreira,28,Spain,Utrecht Dom,Eredivisie Pro,CM,Midfielder,76,78,3204000.0,3700.0,188,82,Right,2,1,4,3,76,69,83,82,71,72,27,7,7,2201
100236,Rafael Silva,20,Ghana,Hansa Nord,Bundesklasse,LWB,Defender,61,74,1271000.0,2000.0,175,88,Left,4,2,2,4,49,47,53,47,65,56,31,1,1,2149
100237,Bruno Schmidt,18,Netherlands,Roma Vera,Serie Oro,LM,Midfielder,65,78,2632000.0,3400.0,190,75,Right,4,1,1,3,66,55,75,71,57,61,26,9,6,1542
100238,Kenji Diallo,27,Ghana,Eindhoven Volt,Eredivisie Pro,CDM,Midfielder,69,69,927000.0,1100.0,177,73,Right,3,1,1,2,63,61,74,67,70,62,22,5,4,1774
100239,Joel Bianchi,26,Senegal,Rhein Adler,Bundesklasse,CF,Forward,76,79,3375000.0,3000.0,175,72,Right,3,1,4,4,76,82,68,74,59,77,20,11,2,1493
100240,Diego Diallo,21,Portugal,Monaco Rocher,Ligue Première,RWB,Defender,61,72,733000.0,1100.0,179,75,Right,1,1,3,1,62,39,44,40,65,66,22,2,3,1040
100241,Bruno Larsson,16,Portugal,Kings Park,Crown League,LW,Forward,68,81,2560000.0,3900.0,183,75,Right,5,1,3,4,75,67,55,68,47,50,28,16,5,2399
100242,Rafael Adeyemi,20,Brazil,Bayern Stein,Bundesklasse,RM,Midfielder,87,91,7799000.0,12200.0,176,81,Left,4,1,3,2,83,81,92,88,80,83,28,14,7,1761
100243,Sven Marin,30,Uruguay,Rhein Adler,Bundesklasse,CB,Defender,70,72,1654000.0,1700.0,177,82,Left,3,2,3,2,65,59,55,58,77,71,38,5,1,2371
100244,Rafael Park,27,France,Kings Park,Crown League,ST,Forward,81,89,8114000.0,12500.0,182,86,Left,3,1,2,2,75,85,71,86,59,76,15,10,4,880
100245,Nicolas Almeida,27,USA,Eisern Berlin,Bundesklasse,LWB,Defender,72,72,1084000.0,1700.0,175,72,Right,5,2,3,5,64,46,75,55,70,78,30,3,4,1454
100246,Mamadou Haaland,29,Mexico,Schwarzwald SV,Bundesklasse,ST,Forward,67,67,813000.0,1000.0,191,75,Right,4,1,1,3,69,65,62,67,30,75,18,10,2,1303
100247,Omar Bauer,27,Colombia,Real Montaña,Continental A,RB,Defender,71,71,1477000.0,1200.0,182,70,Right,5,2,3,3,55,63,56,68,71,72,24,2,4,1805
100248,Aaron Janssen,23,Denmark,Kings Park,Crown League,ST,Forward,70,73,2394000.0,3600.0,188,80,Right,3,3,2,4,89,68,61,71,64,57,33,13,7,2150
100249,Mateo Janssen,28,Germany,Hansa Nord,Bundesklasse,LB,Defender,69,69,1105000.0,1700.0,176,83,Right,5,2,4,3,67,53,67,58,73,74,30,3,4,1631
100250,Daichi Ferreira,23,Morocco,Bayern Stein,Bundesklasse,GK,Goalkeeper,70,73,1143000.0,1600.0,180,77,Left,2,1,3,4,51,42,60,46,45,72,27,0,1,2386
100251,Luca Haaland,35,Colombia,Riverside FC,Crown League,RW,Forward,64,64,726000.0,1100.0,181,67,Right,4,2,1,4,75,64,58,68,50,64,38,17,1,2495
100252,Aaron Schmidt,16,Portugal,Marseille Bleu,Ligue Première,CDM,Midfielder,64,74,1446000.0,1300.0,186,79,Right,5,2,4,3,65,52,64,70,55,64,26,7,4,1806
100253,Aaron Lindqvist,19,Croatia,Napoli Sud,Serie Oro,ST,Forward,69,77,3241000.0,3600.0,173,73,Right,2,1,3,3,72,76,68,75,46,60,22,16,6,1104
100254,Mamadou Reyes,19,Croatia,Atlético Sol,Continental A,CAM,Midfielder,65,73,1613000.0,2500.0,177,84,Right,5,1,3,2,60,71,70,58,62,65,15,4,6,1057
100255,Sven Lindqvist,25,Norway,Napoli Sud,Serie Oro,CF,Forward,71,76,3029000.0,4400.0,176,78,Left,2,2,2,3,69,70,68,69,41,72,16,6,7,966
100256,Aaron Marchetti,21,Italy,Crystal Rovers,Crown League,LWB,Defender,62,73,962000.0,1100.0,185,79,Right,5,4,3,4,57,36,53,47,72,63,25,3,2,1865
100257,Carlos Nielsen,20,Brazil,Rhein Adler,Bundesklasse,GK,Goalkeeper,67,77,1547000.0,2000.0,192,69,Right,1,1,2,3,44,34,48,44,46,66,18,0,1,1137
100258,Kenji Diallo,22,Colombia,Kings Park,Crown League,ST,Forward,73,80,2675000.0,2700.0,174,91,Right,5,3,4,3,69,80,59,80,47,69,17,11,1,889
100259,Kenji Marin,24,South Korea,Costa Azul,Continental A,CB,Defender,62,71,551000.0,1000.0,168,88,Right,2,2,2,3,63,40,46,46,57,69,12,0,2,967
100260,Samir Marin,22,Netherlands,Northgate United,Crown League,ST,Forward,71,77,2921000.0,3600.0,189,73,Right,3,1,2,3,72,74,68,70,52,64,31,16,7,1899
100261,Leon Romano,22,Sweden,Amsterdam Lance,Eredivisie Pro,RW,Forward,73,75,3304000.0,4100.0,183,84,Right,5,2,3,3,81,76,76,75,56,70,32,18,7,2352
100262,Mateo Haaland,30,Sweden,Napoli Sud,Serie Oro,CDM,Midfielder,70,70,1210000.0,1200.0,174,76,Right,5,2,2,3,62,61,75,77,69,60,34,9,11,2234
100263,Sven Haaland,25,Netherlands,Roma Vera,Serie Oro,RM,Midfielder,61,65,1127000.0,1200.0,186,76,Right,3,1,1,2,71,43,65,62,55,59,23,4,3,1071
100264,Mateo Adeyemi,23,Uruguay,Costa Azul,Continental A,CM,Midfielder,59,64,397000.0,1000.0,182,71,Right,4,3,4,3,53,42,62,60,49,62,24,4,6,2079
100265,Samir Novak,21,Serbia,Riverside FC,Crown League,RM,Midfielder,68,78,2548000.0,2000.0,182,87,Right,5,1,3,2,74,54,70,83,62,77,31,8,10,2225
100266,Tariq Marin,24,Croatia,Rotterdam Haven,Eredivisie Pro,RW,Forward,81,87,7543000.0,5900.0,178,73,Right,4,1,3,1,81,89,61,81,53,77,24,18,9,1309
100267,Eli Costa,25,Mexico,Napoli Sud,Serie Oro,CF,Forward,80,87,6978000.0,4800.0,179,74,Left,3,3,3,2,83,89,68,88,54,68,35,23,10,1849
100268,Theo Reyes,25,Morocco,Olympia Verde,Continental A,CAM,Midfielder,65,65,958000.0,1400.0,182,80,Right,4,2,5,3,65,62,68,68,60,66,22,8,2,1012
100269,Omar Marin,22,South Korea,Crystal Rovers,Crown League,CM,Midfielder,67,75,1895000.0,1900.0,178,84,Right,4,1,4,3,57,57,71,67,67,68,13,4,2,722
100270,Theo Lindqvist,30,Ghana,Milano Nero,Serie Oro,RB,Defender,70,70,991000.0,1000.0,176,81,Right,4,1,3,3,80,50,60,64,77,79,29,0,0,1485
100271,Bruno Romano,18,Mexico,Schwarzwald SV,Bundesklasse,GK,Goalkeeper,60,67,708000.0,1000.0,184,85,Right,5,3,2,4,25,32,44,38,27,45,30,0,0,1576
100272,Hugo Petrov,26,Brazil,Groningen Noord,Eredivisie Pro,LW,Forward,73,74,1281000.0,1100.0,184,77,Right,3,3,4,3,77,76,74,76,40,58,26,19,8,1622
100273,Kai Costa,28,Denmark,Sporting Lumen,Continental A,LM,Midfielder,78,79,2581000.0,2300.0,190,67,Right,2,2,2,2,72,79,90,76,70,77,27,6,9,1804
100274,Mamadou Bianchi,16,Spain,Torino Granata,Serie Oro,LM,Midfielder,62,71,1686000.0,2500.0,194,75,Left,4,2,2,3,63,64,71,64,37,61,14,3,3,1126
100275,Ivan Toure,31,South Korea,Eisern Berlin,Bundesklasse,LW,Forward,56,56,344000.0,1000.0,176,90,Right,2,1,3,4,60,56,52,52,31,47,15,10,1,825
100276,Bruno Schmidt,29,France,Rhein Adler,Bundesklasse,LB,Defender,59,59,312000.0,1000.0,181,72,Right,3,1,4,2,40,42,41,39,65,67,22,2,0,1082
100277,Kai Silva,23,Argentina,Crystal Rovers,Crown League,GK,Goalkeeper,81,89,6019000.0,6400.0,196,82,Right,2,2,3,2,48,52,71,54,46,76,38,0,0,1893
100278,Joel Stankovic,22,Colombia,Eisern Berlin,Bundesklasse,CDM,Midfielder,77,82,3986000.0,5500.0,187,64,Right,4,3,3,3,65,68,82,79,59,87,26,13,8,1286
100279,Yusuf Dubois,25,USA,Groningen Noord,Eredivisie Pro,CDM,Midfielder,64,71,774000.0,1000.0,192,65,Right,2,1,2,3,79,59,65,51,45,71,35,8,8,2795
100280,Mamadou Marin,20,Germany,Atlético Sol,Continental A,LWB,Defender,66,74,1692000.0,2200.0,187,82,Left,1,1,2,4,59,49,82,56,67,61,27,1,4,2317
100281,Tom Kovac,27,Japan,Paris Étoile,Ligue Première,LB,Defender,80,80,2749000.0,2700.0,188,63,Left,1,1,3,4,71,51,69,65,81,78,20,0,2,1487
100282,Nikola Stankovic,24,Netherlands,Costa Azul,Continental A,RM,Midfielder,83,89,6970000.0,5100.0,182,70,Right,2,2,2,3,74,76,83,87,81,71,30,5,9,2065
100283,Samir Rossi,24,Japan,Ironside AFC,Crown League,GK,Goalkeeper,65,65,655000.0,1000.0,191,77,Left,5,3,2,4,42,34,37,44,51,63,25,0,0,1983
100284,Samir Rossi,29,South Korea,Groningen Noord,Eredivisie Pro,CAM,Midfielder,81,81,2715000.0,3000.0,173,87,Right,4,1,3,2,88,76,81,81,84,84,19,4,13,1059
100285,Mateo Diallo,32,Uruguay,Atlético Sol,Continental A,LM,Midfielder,66,66,932000.0,1300.0,186,75,Right,3,1,3,4,56,67,54,66,60,59,38,12,10,2711
100286,Hugo Novak,30,Uruguay,Utrecht Dom,Eredivisie Pro,RB,Defender,66,67,594000.0,1000.0,173,79,Right,1,3,3,3,64,38,50,54,74,59,35,5,8,2707
100287,Rafael Sato,28,USA,Torino Granata,Serie Oro,RB,Defender,72,72,1545000.0,1200.0,174,76,Right,1,1,3,4,67,39,53,53,77,74,23,1,2,1408
100288,Sergio Schmidt,22,Japan,Schwarzwald SV,Bundesklasse,GK,Goalkeeper,66,74,1795000.0,1900.0,186,82,Right,3,2,2,3,30,34,37,37,43,74,9,0,0,516
100289,Diego Kovac,20,Sweden,Monaco Rocher,Ligue Première,CB,Defender,71,78,1623000.0,1400.0,178,96,Right,1,1,1,4,61,46,62,54,75,72,20,0,3,1469
100290,Sergio Volkov,22,Japan,Atlético Sol,Continental A,CM,Midfielder,78,86,5676000.0,6200.0,176,70,Right,2,3,2,4,73,68,82,85,75,71,14,5,7,847
100291,Aleksandr Kovac,27,Norway,Lyon Sud,Ligue Première,GK,Goalkeeper,63,63,348000.0,1000.0,193,79,Right,5,1,3,4,37,25,54,34,37,60,15,0,0,1110
100292,Dani Janssen,33,South Korea,Monaco Rocher,Ligue Première,ST,Forward,64,64,1009000.0,1000.0,183,76,Left,2,1,4,3,62,63,53,63,39,54,20,14,5,1224
100293,Bruno Lindqvist,21,Serbia,Sporting Lumen,Continental A,GK,Goalkeeper,58,67,539000.0,1000.0,192,69,Left,5,2,2,4,28,25,46,33,37,46,21,0,0,1235
100294,Theo Bianchi,17,Portugal,Riverside FC,Crown League,RM,Midfielder,70,75,1612000.0,2300.0,182,73,Right,3,1,3,4,70,61,83,78,56,53,23,5,3,1663
100295,Nikola Ferreira,28,France,Torino Granata,Serie Oro,CF,Forward,72,72,2134000.0,1800.0,179,80,Right,4,4,2,3,77,71,68,67,42,54,29,13,5,2266
100296,Adam Keller,22,USA,Amsterdam Lance,Eredivisie Pro,LWB,Defender,69,74,1865000.0,1600.0,186,80,Right,1,1,4,2,45,47,60,65,73,64,29,1,0,1363
100297,Leon Ibrahim,28,Japan,Paris Étoile,Ligue Première,LB,Defender,62,65,660000.0,1000.0,191,76,Left,3,2,4,4,56,47,54,50,68,61,20,3,1,1695
100298,Nicolas Almeida,24,Japan,Groningen Noord,Eredivisie Pro,GK,Goalkeeper,63,69,653000.0,1000.0,172,77,Right,4,3,3,4,41,35,52,50,46,59,25,0,0,1550
